timestamp,event_id,trigger,force_sensor_raw,slave_pos_j1,slave_pos_j2,slave_pos_j3,slave_pos_j4,slave_pos_j5,slave_pos_j6,slave_effort_j1,slave_effort_j2,slave_effort_j3,slave_effort_j4,slave_effort_j5,slave_effort_j6,slave_ext_torque_j1,slave_ext_torque_j2,slave_ext_torque_j3,slave_ext_torque_j4,slave_ext_torque_j5,slave_ext_torque_j6,master_pos_j1,master_pos_j2,master_pos_j3,master_pos_j4,master_pos_j5,master_pos_j6,master_effort_j1,master_effort_j2,master_effort_j3,master_effort_j4,master_effort_j5,master_effort_j6,reflected_tau_j1,reflected_tau_j2,reflected_tau_j3,reflected_tau_j4,reflected_tau_j5,reflected_tau_j6
1773348581.504602,1,effort,4095,-0.419160,0.747553,1.397416,-0.322711,0.633007,-0.033364,0.000229,-13.952417,4.488827,0.165435,0.001349,-0.023518,0.000229,-6.234519,-0.434372,-0.107807,-0.006508,0.018383,-0.418280,0.754366,1.397407,-0.317534,0.633806,-0.038350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000080,2.182081,0.152030,0.037733,0.002278,-0.006434
1773348581.520707,1,effort,4095,-0.419147,0.747651,1.397412,-0.322711,0.633007,-0.033364,-0.073880,-10.475639,4.567742,0.162085,0.001429,-0.026868,-0.073880,-2.757740,-0.355457,-0.111157,-0.006427,0.015033,-0.418280,0.754366,1.397407,-0.317534,0.633806,-0.038350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025858,0.965209,0.124410,0.038905,0.002249,-0.005262
1773348581.541432,1,effort,4095,-0.419147,0.747651,1.397412,-0.322711,0.633007,-0.033364,-0.073880,-10.475639,4.567742,0.162085,0.001429,-0.026868,-0.073880,-2.757740,-0.355457,-0.111157,-0.006427,0.015033,-0.418280,0.754366,1.397407,-0.317534,0.633806,-0.038350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025858,0.965209,0.124410,0.038905,0.002249,-0.005262
1773348581.567403,1,effort,4095,-0.419147,0.747651,1.397412,-0.322711,0.633007,-0.033364,-0.073880,-10.475639,4.567742,0.162085,0.001429,-0.026868,-0.073880,-2.757740,-0.355457,-0.111157,-0.006427,0.015033,-0.418280,0.754366,1.397407,-0.317534,0.633806,-0.038350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025858,0.965209,0.124410,0.038905,0.002249,-0.005262
1773348581.581248,1,effort,4095,-0.419147,0.747651,1.397412,-0.322711,0.633007,-0.033364,-0.073880,-10.475639,4.567742,0.162085,0.001429,-0.026868,-0.073880,-2.757740,-0.355457,-0.111157,-0.006427,0.015033,-0.418278,0.754366,1.397407,-0.317534,0.633806,-0.038350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025858,0.965209,0.124410,0.038905,0.002249,-0.005262
1773348581.605571,1,effort,4095,-0.419147,0.747651,1.397412,-0.322711,0.633007,-0.033364,-0.073880,-10.475639,4.567742,0.162085,0.001429,-0.026868,-0.073880,-2.757740,-0.355457,-0.111157,-0.006427,0.015033,-0.418278,0.754366,1.397407,-0.317534,0.633806,-0.038350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025858,0.965209,0.124410,0.038905,0.002249,-0.005262
1773348581.621118,1,effort,4095,-0.419126,0.747770,1.397407,-0.322711,0.633007,-0.033364,-0.014286,-10.483939,4.570904,0.165435,0.001118,-0.020168,-0.014286,-2.766040,-0.352295,-0.107807,-0.006739,0.021733,-0.418278,0.754366,1.397407,-0.317534,0.633806,-0.038350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005000,0.968114,0.123303,0.037733,0.002359,-0.007607
1773348581.641624,1,effort,4095,-0.419126,0.747770,1.397407,-0.322711,0.633007,-0.033364,-0.014286,-10.483939,4.570904,0.165435,0.001118,-0.020168,-0.014286,-2.766040,-0.352295,-0.107807,-0.006739,0.021733,-0.418280,0.754366,1.397407,-0.317534,0.633806,-0.038350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005000,0.968114,0.123303,0.037733,0.002359,-0.007607
1773348581.661385,1,effort,4095,-0.419126,0.747770,1.397407,-0.322711,0.633007,-0.033364,-0.014286,-10.483939,4.570904,0.165435,0.001118,-0.020168,-0.014286,-2.766040,-0.352295,-0.107807,-0.006739,0.021733,-0.418280,0.754366,1.397407,-0.317534,0.633806,-0.038350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005000,0.968114,0.123303,0.037733,0.002359,-0.007607
1773348581.681403,1,effort,4095,-0.419126,0.747770,1.397407,-0.322711,0.633007,-0.033364,-0.014286,-10.483939,4.570904,0.165435,0.001118,-0.020168,-0.014286,-2.766040,-0.352295,-0.107807,-0.006739,0.021733,-0.418280,0.754366,1.397407,-0.317534,0.633806,-0.038350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005000,0.968114,0.123303,0.037733,0.002359,-0.007607
