timestamp,event_id,trigger,force_sensor_raw,slave_pos_j1,slave_pos_j2,slave_pos_j3,slave_pos_j4,slave_pos_j5,slave_pos_j6,slave_effort_j1,slave_effort_j2,slave_effort_j3,slave_effort_j4,slave_effort_j5,slave_effort_j6,slave_ext_torque_j1,slave_ext_torque_j2,slave_ext_torque_j3,slave_ext_torque_j4,slave_ext_torque_j5,slave_ext_torque_j6,master_pos_j1,master_pos_j2,master_pos_j3,master_pos_j4,master_pos_j5,master_pos_j6,master_effort_j1,master_effort_j2,master_effort_j3,master_effort_j4,master_effort_j5,master_effort_j6,reflected_tau_j1,reflected_tau_j2,reflected_tau_j3,reflected_tau_j4,reflected_tau_j5,reflected_tau_j6
1773348871.073694,1,effort,1700,-0.011963,0.877763,1.301966,-0.103735,0.793755,0.288964,-0.096358,5.834462,-7.832871,0.780160,1.184449,-0.048643,-0.096370,13.557351,-12.756155,0.530828,1.176821,-0.006993,-0.011443,0.960964,1.299936,-0.038158,0.811732,0.325587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033730,-3.000000,3.000000,-0.185790,-0.411887,0.002448
1773348874.453189,1,effort,4095,-0.011808,0.919121,1.304833,-0.117158,0.793196,0.349172,0.045916,20.148659,-17.350145,1.423360,1.334110,-0.668393,0.045904,27.871547,-22.273429,1.174028,1.326482,-0.626743,-0.011455,0.960993,1.300428,-0.039884,0.811732,0.325587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.016066,-3.000000,3.000000,-0.410910,-0.464269,0.219360
1773348874.472646,1,effort,4095,-0.011808,0.919121,1.304833,-0.117158,0.793196,0.349172,0.045916,20.148659,-17.350145,1.423360,1.334110,-0.668393,0.045904,27.871547,-22.273429,1.174028,1.326482,-0.626743,-0.011455,0.960993,1.300428,-0.039884,0.811732,0.325587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.016066,-3.000000,3.000000,-0.410910,-0.464269,0.219360
1773348874.492514,1,effort,4095,-0.011808,0.919121,1.304833,-0.117158,0.793196,0.349172,0.045916,20.148659,-17.350145,1.423360,1.334110,-0.668393,0.045904,27.871547,-22.273429,1.174028,1.326482,-0.626743,-0.011455,0.960993,1.300428,-0.039884,0.811732,0.325587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.016066,-3.000000,3.000000,-0.410910,-0.464269,0.219360
1773348874.514163,1,effort,4095,-0.011808,0.919121,1.304833,-0.117158,0.793196,0.349172,0.045916,20.148659,-17.350145,1.423360,1.334110,-0.668393,0.045904,27.871547,-22.273429,1.174028,1.326482,-0.626743,-0.011455,0.960993,1.300428,-0.039884,0.811732,0.325587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.016066,-3.000000,3.000000,-0.410910,-0.464269,0.219360
1773348874.533106,1,effort,4095,-0.011808,0.919121,1.304833,-0.117158,0.793196,0.349172,0.045916,20.148659,-17.350145,1.423360,1.334110,-0.668393,0.045904,27.871547,-22.273429,1.174028,1.326482,-0.626743,-0.011526,0.961085,1.300365,-0.039308,0.811732,0.325012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.016066,-3.000000,3.000000,-0.410910,-0.464269,0.219360
1773348874.552821,1,effort,4095,-0.011808,0.919121,1.304833,-0.117158,0.793196,0.349172,0.045916,20.148659,-17.350145,1.423360,1.334110,-0.668393,0.045904,27.871547,-22.273429,1.174028,1.326482,-0.626743,-0.011526,0.961085,1.300365,-0.040650,0.811732,0.325012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.016066,-3.000000,3.000000,-0.410910,-0.464269,0.219360
1773348874.572972,1,effort,4095,-0.011808,0.919121,1.304833,-0.117158,0.793196,0.349172,0.045916,20.148659,-17.350145,1.423360,1.334110,-0.668393,0.045904,27.871547,-22.273429,1.174028,1.326482,-0.626743,-0.011526,0.961085,1.300365,-0.044102,0.811811,0.325012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.016066,-3.000000,3.000000,-0.410910,-0.464269,0.219360
1773348874.592869,1,effort,4095,-0.011808,0.919121,1.304833,-0.117158,0.793196,0.349172,0.045916,20.148659,-17.350145,1.423360,1.334110,-0.668393,0.045904,27.871547,-22.273429,1.174028,1.326482,-0.626743,-0.011526,0.961085,1.300365,-0.047362,0.811811,0.325012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.016066,-3.000000,3.000000,-0.410910,-0.464269,0.219360
1773348874.614052,1,effort,4095,-0.011808,0.919121,1.304833,-0.117158,0.793196,0.349172,0.045916,20.148659,-17.350145,1.423360,1.334110,-0.668393,0.045904,27.871547,-22.273429,1.174028,1.326482,-0.626743,-0.011526,0.961085,1.300365,-0.048896,0.811811,0.325012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.016066,-3.000000,3.000000,-0.410910,-0.464269,0.219360
