timestamp,state,force_sensor,in_contact,effort_collision,master_pos_j1,master_pos_j2,master_pos_j3,master_pos_j4,master_pos_j5,master_pos_j6,slave_pos_j1,slave_pos_j2,slave_pos_j3,slave_pos_j4,slave_pos_j5,slave_pos_j6,slave_effort_j1,slave_effort_j2,slave_effort_j3,slave_effort_j4,slave_effort_j5,slave_effort_j6,slave_ext_torque_j1,slave_ext_torque_j2,slave_ext_torque_j3,slave_ext_torque_j4,slave_ext_torque_j5,slave_ext_torque_j6,master_effort_j1,master_effort_j2,master_effort_j3,master_effort_j4,master_effort_j5,master_effort_j6,reflected_tau_j1,reflected_tau_j2,reflected_tau_j3,reflected_tau_j4,reflected_tau_j5,reflected_tau_j6,q_err_j1,q_err_j2,q_err_j3,q_err_j4,q_err_j5,q_err_j6
1773348361.813033,RUNNING,4095,0,0,0.019272,0.331897,1.302812,-0.104694,1.022255,-0.053498,0.019253,0.331911,1.302823,-0.107187,1.021935,-0.053498,-0.000001,-7.716577,4.922561,0.239135,0.007847,-0.043618,0.001310,0.001547,0.002171,-0.009380,-0.000899,-0.002659,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000001,-0.000018,-0.000002,-0.000000,0.000058,-0.000107,-0.000084,0.002366,0.000250,0.000014
1773348361.834455,RUNNING,4095,0,0,0.019272,0.331897,1.302812,-0.104694,1.022255,-0.053498,0.019253,0.331911,1.302823,-0.107187,1.021935,-0.053498,-0.000001,-7.716577,4.922561,0.242485,0.007847,-0.045293,0.001310,0.001547,0.002171,-0.006030,-0.000899,-0.004334,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000001,-0.000018,-0.000002,-0.000000,0.000058,-0.000107,-0.000084,0.002366,0.000250,0.000014
1773348361.852878,RUNNING,4095,0,0,0.019257,0.331952,1.302823,-0.105269,1.022814,-0.054073,0.019253,0.331911,1.302823,-0.107187,1.021935,-0.053498,-0.000001,-7.716577,4.922561,0.242485,0.007847,-0.045293,0.001310,0.001547,0.002171,-0.006030,-0.000899,-0.004334,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000001,-0.000013,-0.000006,0.000004,0.000043,-0.000052,-0.000073,0.001791,0.000809,-0.000561
1773348361.874153,RUNNING,4095,0,0,0.019257,0.331952,1.302819,-0.105461,1.022814,-0.054073,0.019253,0.331911,1.302823,-0.107187,1.021935,-0.053498,-0.000001,-7.716577,4.922561,0.242485,0.007847,-0.045293,0.001310,0.001547,0.002171,-0.006030,-0.000899,-0.004334,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000001,-0.000012,-0.000006,0.000004,0.000043,-0.000052,-0.000077,0.001599,0.000809,-0.000561
1773348361.896297,RUNNING,4095,0,0,0.019257,0.331952,1.302818,-0.107570,1.022814,-0.054073,0.019253,0.331911,1.302823,-0.107187,1.021935,-0.053498,-0.000001,-7.716577,4.922561,0.242485,0.007847,-0.045293,0.001310,0.001547,0.002171,-0.006030,-0.000899,-0.004334,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000001,0.000004,-0.000006,0.000004,0.000043,-0.000052,-0.000078,-0.000510,0.000809,-0.000561
1773348361.913309,RUNNING,4095,0,0,0.019257,0.331952,1.302814,-0.110830,1.022814,-0.054073,0.019253,0.331911,1.302823,-0.107187,1.021935,-0.053498,-0.000001,-7.716577,4.922561,0.242485,0.007847,-0.045293,0.001310,0.001547,0.002171,-0.006030,-0.000899,-0.004334,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000001,0.000028,-0.000006,0.000004,0.000043,-0.000052,-0.000082,-0.003770,0.000809,-0.000561
1773348361.932930,RUNNING,4095,0,0,0.019257,0.331952,1.302810,-0.113706,1.022814,-0.054073,0.019253,0.331911,1.302823,-0.107570,1.021855,-0.053498,0.000026,-7.716386,4.922603,0.242485,0.007873,-0.046968,0.001337,0.001738,0.002213,-0.006030,-0.000872,-0.006009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000001,0.000047,-0.000007,0.000004,0.000043,-0.000052,-0.000086,-0.006263,0.000889,-0.000561
1773348361.952888,RUNNING,4095,0,0,0.019257,0.331952,1.302802,-0.115049,1.022814,-0.054073,0.019253,0.331911,1.302823,-0.107570,1.021855,-0.053498,0.000026,-7.716386,4.922603,0.242485,0.007873,-0.046968,0.001337,0.001738,0.002213,-0.006030,-0.000872,-0.006009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000001,0.000057,-0.000007,0.000004,0.000043,-0.000052,-0.000094,-0.007606,0.000889,-0.000561
1773348361.973257,RUNNING,4095,0,0,0.019257,0.331952,1.302795,-0.116199,1.022814,-0.054073,0.019253,0.331911,1.302823,-0.107570,1.021855,-0.053498,0.000026,-7.716386,4.922603,0.242485,0.007873,-0.046968,0.001337,0.001738,0.002213,-0.006030,-0.000872,-0.006009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000001,0.000066,-0.000007,0.000004,0.000043,-0.000052,-0.000101,-0.008756,0.000889,-0.000561
1773348361.995932,RUNNING,4095,0,0,0.019257,0.331952,1.302777,-0.116583,1.022814,-0.054073,0.019253,0.331911,1.302823,-0.107570,1.021855,-0.053498,0.000026,-7.716386,4.922603,0.242485,0.007873,-0.046968,0.001337,0.001738,0.002213,-0.006030,-0.000872,-0.006009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000001,0.000069,-0.000007,0.000004,0.000043,-0.000052,-0.000119,-0.009140,0.000889,-0.000561
