timestamp,event_id,trigger,force_sensor_raw,slave_pos_j1,slave_pos_j2,slave_pos_j3,slave_pos_j4,slave_pos_j5,slave_pos_j6,slave_effort_j1,slave_effort_j2,slave_effort_j3,slave_effort_j4,slave_effort_j5,slave_effort_j6,slave_ext_torque_j1,slave_ext_torque_j2,slave_ext_torque_j3,slave_ext_torque_j4,slave_ext_torque_j5,slave_ext_torque_j6,master_pos_j1,master_pos_j2,master_pos_j3,master_pos_j4,master_pos_j5,master_pos_j6,master_effort_j1,master_effort_j2,master_effort_j3,master_effort_j4,master_effort_j5,master_effort_j6,reflected_tau_j1,reflected_tau_j2,reflected_tau_j3,reflected_tau_j4,reflected_tau_j5,reflected_tau_j6
1773348373.716202,1,effort,4095,0.065202,0.681254,1.144081,0.007095,0.492951,-0.057908,-0.007341,-13.910021,4.108917,0.178835,0.004589,-0.046968,-0.006030,-6.191896,-0.811473,-0.069680,-0.004157,-0.006009,0.061582,0.689923,1.144114,0.008629,0.488317,-0.062893,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002111,2.167164,0.284016,0.024388,0.001455,0.002103
1773348373.736042,1,effort,4095,0.065208,0.679787,1.144081,0.007095,0.492951,-0.057908,0.004847,-9.679417,4.217149,0.173810,0.004115,-0.043618,0.006158,-1.961292,-0.703241,-0.074705,-0.004631,-0.002659,0.061022,0.689923,1.144114,0.008245,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002155,0.686452,0.246134,0.026147,0.001621,0.000931
1773348373.755183,1,effort,4095,0.065208,0.679787,1.144081,0.007095,0.492951,-0.057908,0.004847,-9.679417,4.217149,0.173810,0.004115,-0.043618,0.006158,-1.961292,-0.703241,-0.074705,-0.004631,-0.002659,0.059948,0.689923,1.144114,0.007095,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002155,0.686452,0.246134,0.026147,0.001621,0.000931
1773348373.792783,1,effort,4095,0.065208,0.679787,1.144081,0.007095,0.492951,-0.057908,0.004847,-9.679417,4.217149,0.173810,0.004115,-0.043618,0.006158,-1.961292,-0.703241,-0.074705,-0.004631,-0.002659,0.059309,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002155,0.686452,0.246134,0.026147,0.001621,0.000931
1773348373.801554,1,effort,4095,0.065208,0.679787,1.144081,0.007095,0.492951,-0.057908,0.004847,-9.679417,4.217149,0.173810,0.004115,-0.043618,0.006158,-1.961292,-0.703241,-0.074705,-0.004631,-0.002659,0.059309,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002155,0.686452,0.246134,0.026147,0.001621,0.000931
1773348373.820188,1,effort,4095,0.065208,0.679787,1.144081,0.007095,0.492951,-0.057908,0.004847,-9.679417,4.217149,0.173810,0.004115,-0.043618,0.006158,-1.961292,-0.703241,-0.074705,-0.004631,-0.002659,0.058203,0.689923,1.144114,0.006519,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002155,0.686452,0.246134,0.026147,0.001621,0.000931
1773348373.834662,1,effort,4095,0.065219,0.680650,1.144074,0.007095,0.492951,-0.057908,-0.001583,-9.539946,4.166562,0.172135,0.004404,-0.046968,-0.000272,-1.821821,-0.753828,-0.076380,-0.004342,-0.006009,0.057639,0.689925,1.144114,0.006519,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000095,0.637637,0.263840,0.026733,0.001520,0.002103
1773348373.853947,1,effort,4095,0.065219,0.680650,1.144074,0.007095,0.492951,-0.057908,-0.001583,-9.539946,4.166562,0.172135,0.004404,-0.046968,-0.000272,-1.821821,-0.753828,-0.076380,-0.004342,-0.006009,0.057639,0.689925,1.144114,0.006519,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000095,0.637637,0.263840,0.026733,0.001520,0.002103
1773348373.875428,1,effort,4095,0.065219,0.680650,1.144074,0.007095,0.492951,-0.057908,-0.001583,-9.539946,4.166562,0.172135,0.004404,-0.046968,-0.000272,-1.821821,-0.753828,-0.076380,-0.004342,-0.006009,0.057642,0.689925,1.144114,0.006520,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000095,0.637637,0.263840,0.026733,0.001520,0.002103
1773348373.897444,1,effort,4095,0.065219,0.680650,1.144074,0.007095,0.492951,-0.057908,-0.001583,-9.539946,4.166562,0.172135,0.004404,-0.046968,-0.000272,-1.821821,-0.753828,-0.076380,-0.004342,-0.006009,0.057785,0.689925,1.144114,0.006539,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000095,0.637637,0.263840,0.026733,0.001520,0.002103
1773348373.914624,1,effort,4095,0.065219,0.680650,1.144074,0.007095,0.492951,-0.057908,-0.001583,-9.539946,4.166562,0.172135,0.004404,-0.046968,-0.000272,-1.821821,-0.753828,-0.076380,-0.004342,-0.006009,0.058801,0.689923,1.144114,0.006674,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000095,0.637637,0.263840,0.026733,0.001520,0.002103
1773348373.934168,1,effort,4095,0.065227,0.680568,1.144072,0.007095,0.492951,-0.057908,-0.001744,-9.528624,4.159581,0.165435,0.004537,-0.046968,-0.000433,-1.810499,-0.760809,-0.083080,-0.004209,-0.006009,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000151,0.633675,0.266283,0.029078,0.001473,0.002103
1773348373.954235,1,effort,4095,0.065227,0.680568,1.144072,0.007095,0.492951,-0.057908,-0.001744,-9.528624,4.159581,0.165435,0.004537,-0.046968,-0.000433,-1.810499,-0.760809,-0.083080,-0.004209,-0.006009,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000151,0.633675,0.266283,0.029078,0.001473,0.002103
1773348373.975216,1,effort,4095,0.065227,0.680568,1.144072,0.007095,0.492951,-0.057908,-0.001744,-9.528624,4.159581,0.165435,0.004537,-0.046968,-0.000433,-1.810499,-0.760809,-0.083080,-0.004209,-0.006009,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000151,0.633675,0.266283,0.029078,0.001473,0.002103
1773348373.999219,1,effort,4095,0.065227,0.680568,1.144072,0.007095,0.492951,-0.057908,-0.001744,-9.528624,4.159581,0.165435,0.004537,-0.046968,-0.000433,-1.810499,-0.760809,-0.083080,-0.004209,-0.006009,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000151,0.633675,0.266283,0.029078,0.001473,0.002103
1773348374.015102,1,effort,4095,0.065227,0.680568,1.144072,0.007095,0.492951,-0.057908,-0.001744,-9.528624,4.159581,0.165435,0.004537,-0.046968,-0.000433,-1.810499,-0.760809,-0.083080,-0.004209,-0.006009,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000151,0.633675,0.266283,0.029078,0.001473,0.002103
1773348374.034266,1,effort,4095,0.065227,0.680625,1.144072,0.007095,0.492951,-0.057908,0.002883,-9.639296,4.202647,0.170460,0.004163,-0.046968,0.004194,-1.921171,-0.717743,-0.078055,-0.004583,-0.006009,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001468,0.672410,0.251210,0.027319,0.001604,0.002103
1773348374.054224,1,effort,4095,0.065227,0.680625,1.144072,0.007095,0.492951,-0.057908,0.002883,-9.639296,4.202647,0.170460,0.004163,-0.046968,0.004194,-1.921171,-0.717743,-0.078055,-0.004583,-0.006009,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001468,0.672410,0.251210,0.027319,0.001604,0.002103
1773348374.074889,1,effort,4095,0.065227,0.680625,1.144072,0.007095,0.492951,-0.057908,0.002883,-9.639296,4.202647,0.170460,0.004163,-0.046968,0.004194,-1.921171,-0.717743,-0.078055,-0.004583,-0.006009,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001468,0.672410,0.251210,0.027319,0.001604,0.002103
1773348374.099567,1,effort,4095,0.065227,0.680625,1.144072,0.007095,0.492951,-0.057908,0.002883,-9.639296,4.202647,0.170460,0.004163,-0.046968,0.004194,-1.921171,-0.717743,-0.078055,-0.004583,-0.006009,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001468,0.672410,0.251210,0.027319,0.001604,0.002103
1773348374.114785,1,effort,4095,0.065227,0.680625,1.144072,0.007095,0.492951,-0.057908,0.002883,-9.639296,4.202647,0.170460,0.004163,-0.046968,0.004194,-1.921171,-0.717743,-0.078055,-0.004583,-0.006009,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001468,0.672410,0.251210,0.027319,0.001604,0.002103
1773348374.134309,1,effort,4095,0.065227,0.680660,1.144066,0.007095,0.492951,-0.057908,0.002883,-9.639296,4.202647,0.175485,0.004163,-0.046968,0.004194,-1.921171,-0.717743,-0.073030,-0.004583,-0.006009,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001468,0.672410,0.251210,0.025560,0.001604,0.002103
1773348374.155404,1,effort,4095,0.065227,0.680660,1.144066,0.007095,0.492951,-0.057908,0.002883,-9.639296,4.202647,0.175485,0.004163,-0.046968,0.004194,-1.921171,-0.717743,-0.073030,-0.004583,-0.006009,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001468,0.672410,0.251210,0.025560,0.001604,0.002103
1773348374.174459,1,effort,4095,0.065227,0.680660,1.144066,0.007095,0.492951,-0.057908,0.002883,-9.639296,4.202647,0.175485,0.004163,-0.046968,0.004194,-1.921171,-0.717743,-0.073030,-0.004583,-0.006009,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001468,0.672410,0.251210,0.025560,0.001604,0.002103
1773348374.198239,1,effort,4095,0.065227,0.680660,1.144066,0.007095,0.492951,-0.057908,0.002883,-9.639296,4.202647,0.175485,0.004163,-0.046968,0.004194,-1.921171,-0.717743,-0.073030,-0.004583,-0.006009,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001468,0.672410,0.251210,0.025560,0.001604,0.002103
1773348374.214918,1,effort,4095,0.065227,0.680660,1.144066,0.007095,0.492951,-0.057908,0.002883,-9.639296,4.202647,0.175485,0.004163,-0.046968,0.004194,-1.921171,-0.717743,-0.073030,-0.004583,-0.006009,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001468,0.672410,0.251210,0.025560,0.001604,0.002103
1773348374.235272,1,effort,4095,0.065227,0.680666,1.144066,0.007095,0.492951,-0.057908,-0.000000,-9.571897,4.176143,0.172135,0.004401,-0.043618,0.001311,-1.853772,-0.744247,-0.076380,-0.004345,-0.002659,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000459,0.648820,0.260486,0.026733,0.001521,0.000931
1773348374.254946,1,effort,4095,0.065227,0.680666,1.144066,0.007095,0.492951,-0.057908,-0.000000,-9.571897,4.176143,0.172135,0.004401,-0.043618,0.001311,-1.853772,-0.744247,-0.076380,-0.004345,-0.002659,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000459,0.648820,0.260486,0.026733,0.001521,0.000931
1773348374.280261,1,effort,4095,0.065227,0.680666,1.144066,0.007095,0.492951,-0.057908,-0.000000,-9.571897,4.176143,0.172135,0.004401,-0.043618,0.001311,-1.853772,-0.744247,-0.076380,-0.004345,-0.002659,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000459,0.648820,0.260486,0.026733,0.001521,0.000931
1773348374.298534,1,effort,4095,0.065227,0.680666,1.144066,0.007095,0.492951,-0.057908,-0.000000,-9.571897,4.176143,0.172135,0.004401,-0.043618,0.001311,-1.853772,-0.744247,-0.076380,-0.004345,-0.002659,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000459,0.648820,0.260486,0.026733,0.001521,0.000931
1773348374.315416,1,effort,4095,0.065227,0.680666,1.144066,0.007095,0.492951,-0.057908,-0.000000,-9.571897,4.176143,0.172135,0.004401,-0.043618,0.001311,-1.853772,-0.744247,-0.076380,-0.004345,-0.002659,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000459,0.648820,0.260486,0.026733,0.001521,0.000931
1773348374.334244,1,effort,4095,0.065229,0.680666,1.144066,0.007095,0.492951,-0.057908,-0.000000,-9.571897,4.176143,0.168785,0.004401,-0.045293,0.001311,-1.853772,-0.744247,-0.079730,-0.004345,-0.004334,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000459,0.648820,0.260486,0.027906,0.001521,0.001517
1773348374.354877,1,effort,4095,0.065229,0.680666,1.144066,0.007095,0.492951,-0.057908,-0.000000,-9.571897,4.176143,0.168785,0.004401,-0.045293,0.001311,-1.853772,-0.744247,-0.079730,-0.004345,-0.004334,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000459,0.648820,0.260486,0.027906,0.001521,0.001517
1773348374.376057,1,effort,4095,0.065229,0.680666,1.144066,0.007095,0.492951,-0.057908,-0.000000,-9.571897,4.176143,0.168785,0.004401,-0.045293,0.001311,-1.853772,-0.744247,-0.079730,-0.004345,-0.004334,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000459,0.648820,0.260486,0.027906,0.001521,0.001517
1773348374.396659,1,effort,4095,0.065229,0.680666,1.144066,0.007095,0.492951,-0.057908,-0.000000,-9.571897,4.176143,0.168785,0.004401,-0.045293,0.001311,-1.853772,-0.744247,-0.079730,-0.004345,-0.004334,0.059076,0.689923,1.144114,0.006711,0.488237,-0.062701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000459,0.648820,0.260486,0.027906,0.001521,0.001517
