timestamp,event_id,trigger,force_sensor_raw,slave_pos_j1,slave_pos_j2,slave_pos_j3,slave_pos_j4,slave_pos_j5,slave_pos_j6,slave_effort_j1,slave_effort_j2,slave_effort_j3,slave_effort_j4,slave_effort_j5,slave_effort_j6,slave_ext_torque_j1,slave_ext_torque_j2,slave_ext_torque_j3,slave_ext_torque_j4,slave_ext_torque_j5,slave_ext_torque_j6,master_pos_j1,master_pos_j2,master_pos_j3,master_pos_j4,master_pos_j5,master_pos_j6,master_effort_j1,master_effort_j2,master_effort_j3,master_effort_j4,master_effort_j5,master_effort_j6,reflected_tau_j1,reflected_tau_j2,reflected_tau_j3,reflected_tau_j4,reflected_tau_j5,reflected_tau_j6
1773344770.305163,1,effort,4095,0.079006,0.330536,1.302528,0.090121,1.024012,-0.071330,8.943624,-7.878595,4.984110,0.153710,-0.024650,-0.020168,8.950863,-0.161896,0.061039,-0.098678,-0.032071,0.021503,0.151421,0.330699,1.302417,0.162218,1.036635,-0.054456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.000000,0.056663,-0.021364,0.034537,0.011225,-0.007526
1773344770.328002,1,effort,4095,0.113777,0.330529,1.302528,0.118308,1.025770,-0.065194,11.317330,-7.866627,4.994303,0.153710,-0.012590,-0.013468,11.324569,-0.149927,0.071232,-0.098678,-0.020011,0.028203,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.000000,0.052475,-0.024931,0.034537,0.007004,-0.009871
1773344770.343725,1,effort,4095,0.113777,0.330529,1.302528,0.118308,1.025770,-0.065194,11.317330,-7.866627,4.994303,0.153710,-0.012590,-0.013468,11.324569,-0.149927,0.071232,-0.098678,-0.020011,0.028203,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.000000,0.052475,-0.024931,0.034537,0.007004,-0.009871
1773344770.363997,1,effort,4095,0.113777,0.330529,1.302528,0.118308,1.025770,-0.065194,11.317330,-7.866627,4.994303,0.153710,-0.012590,-0.013468,11.324569,-0.149927,0.071232,-0.098678,-0.020011,0.028203,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.000000,0.052475,-0.024931,0.034537,0.007004,-0.009871
1773344770.384823,1,effort,4095,0.113777,0.330529,1.302528,0.118308,1.025770,-0.065194,11.317330,-7.866627,4.994303,0.153710,-0.012590,-0.013468,11.324569,-0.149927,0.071232,-0.098678,-0.020011,0.028203,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.000000,0.052475,-0.024931,0.034537,0.007004,-0.009871
1773344770.402684,1,effort,4095,0.113777,0.330529,1.302528,0.118308,1.025770,-0.065194,11.317330,-7.866627,4.994303,0.153710,-0.012590,-0.013468,11.324569,-0.149927,0.071232,-0.098678,-0.020011,0.028203,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.000000,0.052475,-0.024931,0.034537,0.007004,-0.009871
1773344770.426356,1,effort,4095,0.121284,0.330452,1.302536,0.137675,1.028566,-0.064044,8.430582,-7.841511,4.985698,0.061585,0.010508,-0.023518,8.437820,-0.124811,0.062627,-0.190803,0.003086,0.018153,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.953237,0.043684,-0.021919,0.066781,-0.001080,-0.006353
1773344770.442221,1,effort,4095,0.121284,0.330452,1.302536,0.137675,1.028566,-0.064044,8.430582,-7.841511,4.985698,0.061585,0.010508,-0.023518,8.437820,-0.124811,0.062627,-0.190803,0.003086,0.018153,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.953237,0.043684,-0.021919,0.066781,-0.001080,-0.006353
1773344770.463343,1,effort,4095,0.121284,0.330452,1.302536,0.137675,1.028566,-0.064044,8.430582,-7.841511,4.985698,0.061585,0.010508,-0.023518,8.437820,-0.124811,0.062627,-0.190803,0.003086,0.018153,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.953237,0.043684,-0.021919,0.066781,-0.001080,-0.006353
1773344770.482550,1,effort,4095,0.121284,0.330452,1.302536,0.137675,1.028566,-0.064044,8.430582,-7.841511,4.985698,0.061585,0.010508,-0.023518,8.437820,-0.124811,0.062627,-0.190803,0.003086,0.018153,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.953237,0.043684,-0.021919,0.066781,-0.001080,-0.006353
1773344770.503466,1,effort,4095,0.121284,0.330452,1.302536,0.137675,1.028566,-0.064044,8.430582,-7.841511,4.985698,0.061585,0.010508,-0.023518,8.437820,-0.124811,0.062627,-0.190803,0.003086,0.018153,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.953237,0.043684,-0.021919,0.066781,-0.001080,-0.006353
1773344770.523914,1,effort,4095,0.114036,0.330416,1.302536,0.136524,1.028726,-0.063660,9.504222,-7.735478,4.965547,-0.032215,0.008367,-0.018493,9.511460,-0.018779,0.042476,-0.284603,0.000945,0.023178,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.000000,0.006573,-0.014867,0.099611,-0.000331,-0.008112
1773344770.542199,1,effort,4095,0.114036,0.330416,1.302536,0.136524,1.028726,-0.063660,9.504222,-7.735478,4.965547,-0.032215,0.008367,-0.018493,9.511460,-0.018779,0.042476,-0.284603,0.000945,0.023178,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.000000,0.006573,-0.014867,0.099611,-0.000331,-0.008112
1773344770.562367,1,effort,4095,0.114036,0.330416,1.302536,0.136524,1.028726,-0.063660,9.504222,-7.735478,4.965547,-0.032215,0.008367,-0.018493,9.511460,-0.018779,0.042476,-0.284603,0.000945,0.023178,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.000000,0.006573,-0.014867,0.099611,-0.000331,-0.008112
1773344770.582492,1,effort,4095,0.114036,0.330416,1.302536,0.136524,1.028726,-0.063660,9.504222,-7.735478,4.965547,-0.032215,0.008367,-0.018493,9.511460,-0.018779,0.042476,-0.284603,0.000945,0.023178,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.000000,0.006573,-0.014867,0.099611,-0.000331,-0.008112
1773344770.603994,1,effort,4095,0.114036,0.330416,1.302536,0.136524,1.028726,-0.063660,9.504222,-7.735478,4.965547,-0.032215,0.008367,-0.018493,9.511460,-0.018779,0.042476,-0.284603,0.000945,0.023178,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.000000,0.006573,-0.014867,0.099611,-0.000331,-0.008112
1773344770.625965,1,effort,4095,0.117409,0.330335,1.302539,0.130197,1.028806,-0.063660,10.090163,-7.767901,4.972155,0.126910,0.009126,-0.023518,10.097402,-0.051201,0.049084,-0.125478,0.001704,0.018153,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.000000,0.017920,-0.017179,0.043917,-0.000596,-0.006353
1773344770.642934,1,effort,4095,0.117409,0.330335,1.302539,0.130197,1.028806,-0.063660,10.090163,-7.767901,4.972155,0.126910,0.009126,-0.023518,10.097402,-0.051201,0.049084,-0.125478,0.001704,0.018153,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.000000,0.017920,-0.017179,0.043917,-0.000596,-0.006353
1773344770.662367,1,effort,4095,0.117409,0.330335,1.302539,0.130197,1.028806,-0.063660,10.090163,-7.767901,4.972155,0.126910,0.009126,-0.023518,10.097402,-0.051201,0.049084,-0.125478,0.001704,0.018153,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.000000,0.017920,-0.017179,0.043917,-0.000596,-0.006353
1773344770.682775,1,effort,4095,0.117409,0.330335,1.302539,0.130197,1.028806,-0.063660,10.090163,-7.767901,4.972155,0.126910,0.009126,-0.023518,10.097402,-0.051201,0.049084,-0.125478,0.001704,0.018153,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.000000,0.017920,-0.017179,0.043917,-0.000596,-0.006353
1773344770.702797,1,effort,4095,0.117409,0.330335,1.302539,0.130197,1.028806,-0.063660,10.090163,-7.767901,4.972155,0.126910,0.009126,-0.023518,10.097402,-0.051201,0.049084,-0.125478,0.001704,0.018153,0.152997,0.330699,1.302417,0.163944,1.037115,-0.054265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.000000,0.017920,-0.017179,0.043917,-0.000596,-0.006353
