timestamp,state,force_sensor,in_contact,effort_collision,master_pos_j1,master_pos_j2,master_pos_j3,master_pos_j4,master_pos_j5,master_pos_j6,slave_pos_j1,slave_pos_j2,slave_pos_j3,slave_pos_j4,slave_pos_j5,slave_pos_j6,slave_effort_j1,slave_effort_j2,slave_effort_j3,slave_effort_j4,slave_effort_j5,slave_effort_j6,slave_ext_torque_j1,slave_ext_torque_j2,slave_ext_torque_j3,slave_ext_torque_j4,slave_ext_torque_j5,slave_ext_torque_j6,master_effort_j1,master_effort_j2,master_effort_j3,master_effort_j4,master_effort_j5,master_effort_j6,reflected_tau_j1,reflected_tau_j2,reflected_tau_j3,reflected_tau_j4,reflected_tau_j5,reflected_tau_j6,q_err_j1,q_err_j2,q_err_j3,q_err_j4,q_err_j5,q_err_j6
1773344696.245840,RUNNING,4095,0,0,0.019272,0.331897,1.302812,-0.104694,1.022255,-0.053498,0.019280,0.331915,1.302766,-0.104311,1.022095,-0.053306,-0.000000,-7.717121,4.923075,0.281010,0.007860,-0.035243,0.000004,-0.005082,0.001899,0.008124,-0.000087,0.003748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000004,-0.000001,0.000000,-0.000005,-0.000004,0.000038,-0.000479,0.000130,-0.000050
1773344696.265489,RUNNING,4095,0,0,0.019253,0.331917,1.302798,-0.104311,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.104311,1.022095,-0.053306,-0.000000,-7.717121,4.923075,0.277660,0.007860,-0.036918,0.000004,-0.005082,0.001899,0.004774,-0.000087,0.002073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000001,-0.000002,0.000002,-0.000024,0.000016,0.000024,-0.000096,0.000209,-0.000241
1773344696.292007,RUNNING,4095,0,0,0.019253,0.331921,1.302783,-0.104311,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.104311,1.022095,-0.053306,-0.000000,-7.717121,4.923075,0.277660,0.007860,-0.036918,0.000004,-0.005082,0.001899,0.004774,-0.000087,0.002073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000001,-0.000002,0.000002,-0.000024,0.000020,0.000009,-0.000096,0.000209,-0.000241
1773344696.304579,RUNNING,4095,0,0,0.019253,0.331930,1.302722,-0.105078,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.104311,1.022095,-0.053306,-0.000000,-7.717121,4.923075,0.277660,0.007860,-0.036918,0.000004,-0.005082,0.001899,0.004774,-0.000087,0.002073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000006,-0.000002,0.000002,-0.000024,0.000029,-0.000052,-0.000863,0.000209,-0.000241
1773344696.325078,RUNNING,4095,0,0,0.019253,0.331934,1.302704,-0.108913,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.104311,1.022095,-0.053306,-0.000000,-7.717121,4.923075,0.277660,0.007860,-0.036918,0.000004,-0.005082,0.001899,0.004774,-0.000087,0.002073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000035,-0.000002,0.000002,-0.000024,0.000033,-0.000070,-0.004698,0.000209,-0.000241
1773344696.344459,RUNNING,4095,0,0,0.019253,0.331940,1.302691,-0.113706,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.104311,1.022095,-0.053306,-0.000002,-7.717099,4.923053,0.281010,0.007865,-0.035243,0.000002,-0.005059,0.001877,0.008124,-0.000083,0.003748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000071,-0.000002,0.000002,-0.000024,0.000039,-0.000083,-0.009491,0.000209,-0.000241
1773344696.365165,RUNNING,4095,0,0,0.019253,0.331946,1.302685,-0.117925,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.104311,1.022095,-0.053306,-0.000002,-7.717099,4.923053,0.281010,0.007865,-0.035243,0.000002,-0.005059,0.001877,0.008124,-0.000083,0.003748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000103,-0.000002,0.000002,-0.000024,0.000045,-0.000089,-0.013710,0.000209,-0.000241
1773344696.387880,RUNNING,4095,0,0,0.019253,0.331946,1.302683,-0.119075,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.104311,1.022095,-0.053306,-0.000002,-7.717099,4.923053,0.281010,0.007865,-0.035243,0.000002,-0.005059,0.001877,0.008124,-0.000083,0.003748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000111,-0.000002,0.000002,-0.000024,0.000045,-0.000091,-0.014860,0.000209,-0.000241
1773344696.404513,RUNNING,4095,0,0,0.019253,0.331948,1.302676,-0.121760,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.104311,1.022095,-0.053306,-0.000002,-7.717099,4.923053,0.281010,0.007865,-0.035243,0.000002,-0.005059,0.001877,0.008124,-0.000083,0.003748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000132,-0.000002,0.000002,-0.000024,0.000047,-0.000098,-0.017545,0.000209,-0.000241
1773344696.424624,RUNNING,4095,0,0,0.019253,0.331950,1.302670,-0.123677,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.104311,1.022095,-0.053306,-0.000002,-7.717099,4.923053,0.281010,0.007865,-0.035243,0.000002,-0.005059,0.001877,0.008124,-0.000083,0.003748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000146,-0.000002,0.000002,-0.000024,0.000049,-0.000104,-0.019462,0.000209,-0.000241
1773344696.444844,RUNNING,4095,0,0,0.019253,0.331952,1.302666,-0.124828,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.104311,1.022095,-0.053306,-0.000011,-7.715240,4.920879,0.259235,0.007975,-0.035243,-0.000007,-0.003200,-0.000298,-0.013651,0.000027,0.003748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000155,-0.000002,0.000002,-0.000024,0.000051,-0.000108,-0.020613,0.000209,-0.000241
1773344696.465480,RUNNING,4095,0,0,0.019255,0.331955,1.302664,-0.126170,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.104311,1.022095,-0.053306,-0.000011,-7.715240,4.920879,0.259235,0.007975,-0.035243,-0.000007,-0.003200,-0.000298,-0.013651,0.000027,0.003748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000165,-0.000002,0.000002,-0.000022,0.000054,-0.000110,-0.021955,0.000209,-0.000241
1773344696.488250,RUNNING,4095,0,0,0.019255,0.331955,1.302662,-0.126553,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.104311,1.022095,-0.053306,-0.000011,-7.715240,4.920879,0.259235,0.007975,-0.035243,-0.000007,-0.003200,-0.000298,-0.013651,0.000027,0.003748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000168,-0.000002,0.000002,-0.000022,0.000054,-0.000112,-0.022338,0.000209,-0.000241
1773344696.504501,RUNNING,4095,0,0,0.019255,0.331955,1.302655,-0.127129,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.104311,1.022095,-0.053306,-0.000011,-7.715240,4.920879,0.259235,0.007975,-0.035243,-0.000007,-0.003200,-0.000298,-0.013651,0.000027,0.003748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000172,-0.000002,0.000002,-0.000022,0.000054,-0.000119,-0.022914,0.000209,-0.000241
1773344696.524604,RUNNING,4095,0,0,0.019255,0.331957,1.302649,-0.127512,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.104311,1.022095,-0.053306,-0.000011,-7.715240,4.920879,0.259235,0.007975,-0.035243,-0.000007,-0.003200,-0.000298,-0.013651,0.000027,0.003748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000175,-0.000002,0.000002,-0.000022,0.000056,-0.000125,-0.023297,0.000209,-0.000241
1773344696.545073,RUNNING,4095,0,0,0.019257,0.331957,1.302647,-0.128087,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.114473,1.022095,-0.053306,0.001918,-7.715810,4.922081,0.254210,0.008011,-0.036918,0.001921,-0.003771,0.000905,-0.018676,0.000064,0.002073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000103,-0.000002,0.000002,-0.000020,0.000056,-0.000127,-0.013710,0.000209,-0.000241
1773344696.565274,RUNNING,4095,0,0,0.019257,0.331959,1.302641,-0.129430,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.114473,1.022095,-0.053306,0.001918,-7.715810,4.922081,0.254210,0.008011,-0.036918,0.001921,-0.003771,0.000905,-0.018676,0.000064,0.002073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000113,-0.000002,0.000002,-0.000020,0.000058,-0.000133,-0.015053,0.000209,-0.000241
1773344696.587749,RUNNING,4095,0,0,0.019259,0.331959,1.302641,-0.129813,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.114473,1.022095,-0.053306,0.001918,-7.715810,4.922081,0.254210,0.008011,-0.036918,0.001921,-0.003771,0.000905,-0.018676,0.000064,0.002073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000116,-0.000002,0.000002,-0.000018,0.000058,-0.000133,-0.015436,0.000209,-0.000241
1773344696.605288,RUNNING,4095,0,0,0.019259,0.331959,1.302639,-0.130964,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.114473,1.022095,-0.053306,0.001918,-7.715810,4.922081,0.254210,0.008011,-0.036918,0.001921,-0.003771,0.000905,-0.018676,0.000064,0.002073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000124,-0.000002,0.000002,-0.000018,0.000058,-0.000135,-0.016587,0.000209,-0.000241
1773344696.624862,RUNNING,4095,0,0,0.019259,0.331959,1.302637,-0.132114,1.022334,-0.053689,0.019280,0.331915,1.302766,-0.114473,1.022095,-0.053306,0.001918,-7.715810,4.922081,0.254210,0.008011,-0.036918,0.001921,-0.003771,0.000905,-0.018676,0.000064,0.002073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000133,-0.000002,0.000002,-0.000018,0.000058,-0.000137,-0.017737,0.000209,-0.000241
1773344696.645242,RUNNING,4095,0,0,0.019259,0.331959,1.302637,-0.133456,1.022334,-0.053689,0.019280,0.331915,1.302764,-0.116966,1.022095,-0.053306,-0.000242,-7.714959,4.920966,0.255885,0.007922,-0.036918,-0.000238,-0.002920,-0.000211,-0.017001,-0.000026,0.002073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000124,-0.000002,0.000002,-0.000018,0.000058,-0.000135,-0.016586,0.000209,-0.000241
1773344696.664830,RUNNING,4095,0,0,0.019259,0.331959,1.302637,-0.135757,1.022334,-0.053689,0.019280,0.331915,1.302764,-0.116966,1.022095,-0.053306,-0.000242,-7.714959,4.920966,0.255885,0.007922,-0.036918,-0.000238,-0.002920,-0.000211,-0.017001,-0.000026,0.002073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000142,-0.000002,0.000002,-0.000018,0.000058,-0.000135,-0.018887,0.000209,-0.000241
1773344696.688440,RUNNING,4095,0,0,0.019259,0.331961,1.302634,-0.136524,1.022334,-0.053689,0.019280,0.331915,1.302764,-0.116966,1.022095,-0.053306,-0.000242,-7.714959,4.920966,0.255885,0.007922,-0.036918,-0.000238,-0.002920,-0.000211,-0.017001,-0.000026,0.002073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000147,-0.000002,0.000002,-0.000018,0.000060,-0.000138,-0.019654,0.000209,-0.000241
1773344696.705513,RUNNING,4095,0,0,0.019259,0.331963,1.302634,-0.139976,1.022334,-0.053689,0.019280,0.331915,1.302764,-0.116966,1.022095,-0.053306,-0.000242,-7.714959,4.920966,0.255885,0.007922,-0.036918,-0.000238,-0.002920,-0.000211,-0.017001,-0.000026,0.002073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000173,-0.000002,0.000002,-0.000018,0.000062,-0.000138,-0.023106,0.000209,-0.000241
1773344696.724615,RUNNING,4095,0,0,0.019259,0.331963,1.302630,-0.144578,1.022334,-0.053689,0.019280,0.331915,1.302764,-0.116966,1.022095,-0.053306,-0.000242,-7.714959,4.920966,0.255885,0.007922,-0.036918,-0.000238,-0.002920,-0.000211,-0.017001,-0.000026,0.002073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000208,-0.000002,0.000002,-0.000018,0.000062,-0.000142,-0.027708,0.000209,-0.000241
1773344696.744809,RUNNING,4095,0,0,0.019259,0.331965,1.302630,-0.148796,1.022334,-0.053689,0.019280,0.331915,1.302764,-0.117350,1.022095,-0.053306,0.001756,-7.715825,4.921938,0.257560,0.008015,-0.038593,0.001760,-0.003786,0.000762,-0.015326,0.000068,0.000398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000237,-0.000002,0.000002,-0.000018,0.000064,-0.000142,-0.031543,0.000209,-0.000241
1773344696.767494,RUNNING,4095,0,0,0.019261,0.331965,1.302630,-0.151672,1.022334,-0.053689,0.019280,0.331915,1.302764,-0.117350,1.022095,-0.053306,0.001756,-7.715825,4.921938,0.257560,0.008015,-0.038593,0.001760,-0.003786,0.000762,-0.015326,0.000068,0.000398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000258,-0.000002,0.000002,-0.000016,0.000064,-0.000142,-0.034419,0.000209,-0.000241
1773344696.787949,RUNNING,4095,0,0,0.019261,0.331965,1.302628,-0.156083,1.022334,-0.053689,0.019280,0.331915,1.302764,-0.117350,1.022095,-0.053306,0.001756,-7.715825,4.921938,0.257560,0.008015,-0.038593,0.001760,-0.003786,0.000762,-0.015326,0.000068,0.000398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000291,-0.000002,0.000002,-0.000016,0.000064,-0.000144,-0.038830,0.000209,-0.000241
1773344696.805104,RUNNING,4095,0,0,0.019261,0.331967,1.302628,-0.161643,1.022334,-0.053689,0.019280,0.331915,1.302764,-0.117350,1.022095,-0.053306,0.001756,-7.715825,4.921938,0.257560,0.008015,-0.038593,0.001760,-0.003786,0.000762,-0.015326,0.000068,0.000398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000333,-0.000002,0.000002,-0.000016,0.000066,-0.000144,-0.044390,0.000209,-0.000241
1773344696.824602,RUNNING,4095,0,0,0.019261,0.331967,1.302626,-0.167779,1.022334,-0.053689,0.019280,0.331915,1.302764,-0.117350,1.022095,-0.053306,0.001756,-7.715825,4.921938,0.257560,0.008015,-0.038593,0.001760,-0.003786,0.000762,-0.015326,0.000068,0.000398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000379,-0.000002,0.000002,-0.000016,0.000066,-0.000146,-0.050526,0.000209,-0.000241
1773344696.844612,RUNNING,4095,0,0,0.019261,0.331967,1.302626,-0.174490,1.022334,-0.053689,0.019280,0.331915,1.302760,-0.129046,1.022095,-0.053306,-0.002558,-7.707829,4.911632,0.257560,0.008279,-0.033568,-0.002555,0.004210,-0.009544,-0.015326,0.000332,0.005423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000342,-0.000002,0.000002,-0.000016,0.000066,-0.000142,-0.045540,0.000209,-0.000241
1773344696.864881,RUNNING,4095,0,0,0.019261,0.331967,1.302626,-0.178901,1.022334,-0.053689,0.019280,0.331915,1.302760,-0.129046,1.022095,-0.053306,-0.002558,-7.707829,4.911632,0.257560,0.008279,-0.033568,-0.002555,0.004210,-0.009544,-0.015326,0.000332,0.005423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000375,-0.000002,0.000002,-0.000016,0.000066,-0.000142,-0.049951,0.000209,-0.000241
1773344696.888141,RUNNING,4095,0,0,0.019261,0.331967,1.302624,-0.187529,1.022334,-0.053498,0.019280,0.331915,1.302760,-0.129046,1.022095,-0.053306,-0.002558,-7.707829,4.911632,0.257560,0.008279,-0.033568,-0.002555,0.004210,-0.009544,-0.015326,0.000332,0.005423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000439,-0.000002,0.000000,-0.000016,0.000066,-0.000144,-0.058579,0.000209,-0.000050
1773344696.904526,RUNNING,4095,0,0,0.019261,0.331967,1.302624,-0.201143,1.022334,-0.053498,0.019280,0.331915,1.302760,-0.129046,1.022095,-0.053306,-0.002558,-7.707829,4.911632,0.257560,0.008279,-0.033568,-0.002555,0.004210,-0.009544,-0.015326,0.000332,0.005423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000518,-0.000002,0.000000,-0.000016,0.000066,-0.000144,-0.069051,0.000209,-0.000050
1773344696.924930,RUNNING,4095,0,0,0.019261,0.331967,1.302622,-0.214757,1.022334,-0.053498,0.019280,0.331915,1.302760,-0.129046,1.022095,-0.053306,-0.002558,-7.707829,4.911632,0.257560,0.008279,-0.033568,-0.002555,0.004210,-0.009544,-0.015326,0.000332,0.005423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000596,-0.000002,0.000000,-0.000016,0.000066,-0.000146,-0.079523,0.000209,-0.000050
1773344696.944560,RUNNING,4095,0,0,0.019263,0.331967,1.302622,-0.235083,1.022334,-0.053498,0.019280,0.331915,1.302752,-0.151672,1.022095,-0.053306,-0.013529,-7.695873,4.895295,0.244160,0.008600,-0.045293,-0.013525,0.016166,-0.025882,-0.028726,0.000652,-0.006302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,0.000505,-0.000002,0.000000,-0.000014,0.000066,-0.000138,-0.067369,0.000209,-0.000050
